"blue_self" "red_self" "blue_post" "red_post" "si" "conf"
"1" 181.035005332885 46.0087513332212 196.785005332885 55.2587513332212 63 2
"2" 11.1492895520116 75.4281233814183 18.3992895520116 93.1781233814183 29 3
"3" 34.830965173372 51.7464477600579 40.330965173372 71.2464477600579 22 3
"4" 12.2521878333053 214.791568832801 18.0021878333053 234.041568832801 23 2
"5" 9.45774129334299 77.1196716400869 15.707741293343 95.8696716400869 25 2
"6" 72.8908009934154 13.6866119400145 90.3908009934154 21.1866119400145 70 1
"7" 102.269690499748 124.774066166358 109.769690499748 142.274066166358 30 1
"8" 13.6866119400145 72.8908009934154 13.9366119400145 97.6408009934154 1 1
"9" 23.5043756666106 203.539380999495 29.7543756666106 222.289380999495 25 1
"10" 22.1443532333575 64.4330597000724 32.1443532333575 79.4330597000724 40 2
"11" 77.1196716400869 9.45774129334299 95.1196716400869 16.457741293343 72 2
"12" 192.28719316619 34.7565634999159 209.53719316619 42.5065634999159 69 3
"13" 181.035005332885 46.0087513332212 196.535005332885 55.5087513332212 62 1
"14" 86.5166275331202 140.527129132986 91.7666275331202 160.277129132986 21 3
"15" 30.2556883665938 196.788068299512 38.0056883665938 214.038068299512 31 1
"16" 165.281942366257 61.7618142998486 179.531942366257 72.5118142998486 57 1
"17" 13.6866119400145 72.8908009934154 21.1866119400145 90.3908009934154 30 1
"18" 13.6866119400145 72.8908009934154 21.9366119400145 89.6408009934154 33 3
"19" 13.6866119400145 72.8908009934154 13.9366119400145 97.6408009934154 1 3
"20" 32.5061259332548 194.537630732851 40.0061259332548 212.037630732851 30 3
"21" 21.2985791040232 65.2788338294067 31.2985791040232 80.2788338294067 40 3
"22" 127.024503733019 100.019252933087 145.524503733019 106.519252933087 74 3
"23" 100.019252933087 127.024503733019 107.019252933087 145.024503733019 28 3
"24" 113.521878333053 113.521878333053 121.771878333053 130.271878333053 33 2
"25" 23.5043756666106 203.539380999495 29.7543756666106 222.289380999495 25 2
"26" 69.5077044760782 17.0697084573517 85.5077044760782 26.0697084573517 64 2
"27" 25.7548132332716 201.288943432834 32.2548132332716 219.788943432834 26 3
